2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
9	1	1
10	1	1
11	1	1
12	1	1
14	1	1
16	1	1
18	1	1
19	1	1
20	1	1
23	1	1
24	1	1
27	1	1
28	1	1
29	1	1
30	1	1
31	1	1
32	1	1
33	1	1
34	1	1
35	1	1
40	1	1
42	1	1
43	1	1
44	1	1
45	1	1
46	1	1
47	1	1
48	1	1
49	1	1
50	1	1
52	1	1
53	1	1
54	1	1
56	1	1
57	1	1
58	1	1
59	1	1
60	1	1
61	1	1
62	1	1
63	1	1
65	1	1
66	1	1
67	1	1
68	1	1
69	1	1
70	1	1
71	1	1
72	1	1
73	1	1
74	1	1
76	1	1
77	1	1
78	1	1
80	1	1
82	1	1
83	1	1
84	1	1
88	1	1
90	1	1
91	1	1
92	1	1
93	1	1
94	1	1
95	1	1
96	1	1
97	1	1
101	1	1
102	1	1
103	1	1
104	1	1
105	1	1
106	1	1
109	1	1
110	1	1
111	1	1
113	1	1
114	1	1
115	1	1
118	1	1
120	1	1
122	1	1
123	1	1
130	1	1
132	1	1
133	1	1
134	1	1
136	1	1
137	1	1
139	1	1
140	1	1
141	1	1
144	1	1
146	1	1
148	1	1
149	1	1
150	1	1
151	1	1
152	1	1
153	1	1
154	1	1
155	1	1
156	1	1
158	1	1
161	1	1
166	1	1
168	1	1
169	1	1
170	1	1
171	1	1
172	1	1
174	1	1
175	1	1
178	1	1
179	1	1
180	1	1
183	1	1
185	1	1
188	1	1
191	1	1
192	1	1
193	1	1
196	1	1
197	1	1
198	1	1
199	1	1
200	1	1
204	1	1
205	1	1
206	1	1
211	1	1
212	1	1
217	1	1
220	1	1
222	1	1
224	1	1
227	1	1
228	1	1
229	1	1
231	1	1
232	1	1
1	2	1
4	2	1
5	2	1
6	2	1
8	2	1
9	2	1
12	2	1
13	2	1
14	2	1
15	2	1
18	2	1
19	2	1
21	2	1
22	2	1
23	2	1
24	2	1
25	2	1
29	2	1
30	2	1
31	2	1
35	2	1
37	2	1
38	2	1
39	2	1
40	2	1
41	2	1
42	2	1
43	2	1
44	2	1
45	2	1
46	2	1
47	2	1
48	2	1
50	2	1
51	2	1
52	2	1
53	2	1
54	2	1
55	2	1
57	2	1
61	2	1
65	2	1
66	2	1
67	2	1
69	2	1
74	2	1
75	2	1
76	2	1
79	2	1
81	2	1
85	2	1
87	2	1
89	2	1
91	2	1
98	2	1
99	2	1
105	2	1
117	2	1
121	2	1
149	2	1
150	2	1
230	2	1
233	2	1
1	3	1
1	4	1
2	4	1
9	4	1
12	4	1
17	4	1
18	4	1
19	4	1
23	4	1
24	4	1
25	4	1
29	4	1
30	4	1
31	4	1
34	4	1
35	4	1
36	4	1
37	4	1
38	4	1
39	4	1
42	4	1
43	4	1
44	4	1
45	4	1
46	4	1
47	4	1
48	4	1
52	4	1
53	4	1
54	4	1
57	4	1
64	4	1
65	4	1
66	4	1
69	4	1
87	4	1
97	4	1
100	4	1
106	4	1
132	4	1
217	4	1
232	4	1
1	5	1
2	5	1
1	6	1
2	6	1
1	7	1
14	7	1
27	7	1
38	7	1
41	7	1
55	7	1
92	7	1
2	8	1
15	8	1
46	8	1
50	8	1
74	8	1
1	9	1
2	9	1
4	9	1
18	9	1
1	10	1
1	11	1
27	11	1
1	12	1
2	12	1
4	12	1
14	12	1
16	12	1
19	12	1
21	12	1
22	12	1
27	12	1
32	12	1
37	12	1
39	12	1
42	12	1
45	12	1
47	12	1
48	12	1
51	12	1
55	12	1
57	12	1
58	12	1
59	12	1
60	12	1
61	12	1
63	12	1
64	12	1
66	12	1
68	12	1
69	12	1
70	12	1
74	12	1
81	12	1
86	12	1
88	12	1
90	12	1
91	12	1
93	12	1
95	12	1
98	12	1
99	12	1
105	12	1
106	12	1
117	12	1
121	12	1
148	12	1
149	12	1
150	12	1
153	12	1
154	12	1
156	12	1
163	12	1
197	12	1
229	12	1
2	13	1
27	13	1
43	13	1
1	14	1
2	14	1
7	14	1
12	14	1
26	14	1
40	14	1
231	14	1
2	15	1
8	15	1
1	16	1
12	16	1
4	17	1
1	18	1
2	18	1
4	18	1
9	18	1
27	18	1
42	18	1
43	18	1
44	18	1
48	18	1
53	18	1
1	19	1
2	19	1
4	19	1
12	19	1
48	19	1
1	20	1
2	21	1
12	21	1
27	21	1
28	21	1
32	21	1
41	21	1
55	21	1
56	21	1
71	21	1
76	21	1
2	22	1
12	22	1
43	22	1
48	22	1
55	22	1
1	23	1
2	23	1
4	23	1
39	23	1
43	23	1
44	23	1
48	23	1
52	23	1
53	23	1
66	23	1
69	23	1
85	23	1
1	24	1
2	24	1
4	24	1
48	24	1
2	25	1
4	25	1
68	25	1
14	26	1
81	26	1
1	27	1
7	27	1
11	27	1
12	27	1
13	27	1
18	27	1
21	27	1
28	27	1
40	27	1
41	27	1
55	27	1
57	27	1
60	27	1
63	27	1
68	27	1
70	27	1
92	27	1
1	28	1
21	28	1
27	28	1
41	28	1
43	28	1
55	28	1
57	28	1
68	28	1
70	28	1
92	28	1
1	29	1
2	29	1
4	29	1
48	29	1
66	29	1
69	29	1
233	29	1
1	30	1
2	30	1
4	30	1
44	30	1
48	30	1
49	30	1
53	30	1
66	30	1
69	30	1
1	31	1
2	31	1
4	31	1
48	31	1
49	31	1
53	31	1
87	31	1
1	32	1
12	32	1
21	32	1
55	32	1
57	32	1
70	32	1
92	32	1
1	33	1
48	33	1
1	34	1
4	34	1
35	34	1
48	34	1
53	34	1
1	35	1
2	35	1
4	35	1
34	35	1
48	35	1
53	35	1
4	36	1
55	36	1
2	37	1
4	37	1
12	37	1
48	37	1
64	37	1
2	38	1
4	38	1
7	38	1
2	39	1
4	39	1
12	39	1
23	39	1
1	40	1
2	40	1
14	40	1
27	40	1
2	41	1
7	41	1
21	41	1
27	41	1
28	41	1
55	41	1
57	41	1
121	41	1
1	42	1
2	42	1
4	42	1
12	42	1
18	42	1
55	42	1
1	43	1
2	43	1
4	43	1
13	43	1
18	43	1
22	43	1
23	43	1
28	43	1
55	43	1
1	44	1
2	44	1
4	44	1
18	44	1
23	44	1
30	44	1
48	44	1
52	44	1
53	44	1
55	44	1
57	44	1
62	44	1
67	44	1
78	44	1
81	44	1
83	44	1
84	44	1
87	44	1
92	44	1
134	44	1
230	44	1
1	45	1
2	45	1
4	45	1
12	45	1
55	45	1
62	45	1
66	45	1
69	45	1
76	45	1
81	45	1
1	46	1
2	46	1
4	46	1
8	46	1
50	46	1
1	47	1
2	47	1
4	47	1
12	47	1
76	47	1
1	48	1
2	48	1
4	48	1
12	48	1
18	48	1
19	48	1
22	48	1
23	48	1
24	48	1
29	48	1
30	48	1
31	48	1
33	48	1
34	48	1
35	48	1
37	48	1
44	48	1
1	49	1
30	49	1
31	49	1
1	50	1
2	50	1
8	50	1
46	50	1
2	51	1
12	51	1
1	52	1
2	52	1
4	52	1
23	52	1
44	52	1
62	52	1
1	53	1
2	53	1
4	53	1
18	53	1
23	53	1
30	53	1
31	53	1
34	53	1
35	53	1
44	53	1
1	54	1
2	54	1
4	54	1
2	55	1
7	55	1
12	55	1
21	55	1
22	55	1
27	55	1
28	55	1
32	55	1
36	55	1
41	55	1
42	55	1
43	55	1
44	55	1
45	55	1
63	55	1
68	55	1
81	55	1
1	56	1
21	56	1
1	57	1
2	57	1
4	57	1
12	57	1
27	57	1
28	57	1
32	57	1
41	57	1
44	57	1
1	58	1
12	58	1
1	59	1
12	59	1
96	59	1
1	60	1
12	60	1
27	60	1
76	60	1
88	60	1
91	60	1
100	60	1
149	60	1
198	60	1
1	61	1
2	61	1
12	61	1
1	62	1
44	62	1
45	62	1
52	62	1
67	62	1
78	62	1
83	62	1
1	63	1
12	63	1
27	63	1
55	63	1
81	63	1
88	63	1
4	64	1
12	64	1
37	64	1
1	65	1
2	65	1
4	65	1
1	66	1
2	66	1
4	66	1
12	66	1
23	66	1
29	66	1
30	66	1
45	66	1
1	67	1
2	67	1
44	67	1
62	67	1
78	67	1
1	68	1
12	68	1
25	68	1
27	68	1
28	68	1
55	68	1
1	69	1
2	69	1
4	69	1
12	69	1
23	69	1
29	69	1
30	69	1
45	69	1
1	70	1
12	70	1
27	70	1
28	70	1
32	70	1
1	71	1
21	71	1
1	72	1
1	73	1
77	73	1
1	74	1
2	74	1
8	74	1
12	74	1
81	74	1
2	75	1
1	76	1
2	76	1
21	76	1
45	76	1
47	76	1
60	76	1
1	77	1
73	77	1
1	78	1
44	78	1
62	78	1
67	78	1
83	78	1
84	78	1
147	78	1
170	78	1
226	78	1
230	78	1
2	79	1
1	80	1
2	81	1
12	81	1
26	81	1
44	81	1
45	81	1
55	81	1
63	81	1
74	81	1
87	81	1
92	81	1
211	81	1
1	82	1
1	83	1
44	83	1
62	83	1
78	83	1
100	83	1
1	84	1
44	84	1
78	84	1
232	84	1
2	85	1
23	85	1
12	86	1
2	87	1
4	87	1
31	87	1
44	87	1
81	87	1
233	87	1
1	88	1
12	88	1
60	88	1
63	88	1
92	88	1
105	88	1
149	88	1
153	88	1
2	89	1
94	89	1
1	90	1
12	90	1
1	91	1
2	91	1
12	91	1
60	91	1
1	92	1
7	92	1
27	92	1
28	92	1
32	92	1
44	92	1
81	92	1
88	92	1
1	93	1
12	93	1
1	94	1
