5	1	1
21	1	1
35	1	1
43	1	1
63	1	1
106	1	1
8	2	1
22	2	1
112	2	1
4	3	1
20	3	1
110	3	1
3	4	1
1	5	1
35	5	1
44	5	1
45	5	1
7	6	1
21	6	1
42	6	1
44	6	1
6	7	1
33	7	1
68	7	1
90	7	1
104	7	1
2	8	1
9	8	1
53	8	1
112	8	1
8	9	1
10	9	1
28	9	1
58	9	1
9	10	1
13	10	1
24	10	1
22	11	1
48	11	1
53	11	1
54	11	1
18	12	1
76	12	1
81	12	1
10	13	1
24	13	1
53	13	1
70	13	1
111	13	1
18	14	1
74	14	1
78	14	1
19	15	1
85	15	1
89	15	1
19	16	1
83	16	1
87	16	1
18	17	1
19	17	1
20	17	1
12	18	1
14	18	1
17	18	1
26	18	1
15	19	1
16	19	1
17	19	1
27	19	1
3	20	1
17	20	1
1	21	1
6	21	1
35	21	1
2	22	1
11	22	1
112	22	1
61	23	1
64	23	1
77	23	1
121	23	1
10	24	1
13	24	1
55	24	1
69	25	1
72	25	1
109	25	1
111	25	1
18	26	1
113	26	1
116	26	1
19	27	1
118	27	1
120	27	1
9	28	1
29	28	1
49	28	1
54	28	1
69	28	1
99	28	1
103	28	1
28	29	1
98	29	1
99	29	1
31	30	1
48	30	1
50	30	1
67	30	1
100	30	1
30	31	1
100	31	1
102	31	1
33	32	1
93	32	1
7	33	1
32	33	1
42	33	1
45	33	1
92	33	1
46	34	1
92	34	1
1	35	1
5	35	1
21	35	1
37	36	1
95	36	1
36	37	1
41	37	1
90	37	1
94	37	1
68	38	1
94	38	1
90	39	1
97	39	1
41	40	1
96	40	1
37	41	1
40	41	1
42	41	1
52	41	1
59	41	1
65	41	1
66	41	1
73	41	1
97	41	1
116	41	1
6	42	1
33	42	1
41	42	1
1	43	1
104	43	1
5	44	1
6	44	1
46	44	1
104	44	1
5	45	1
33	45	1
34	46	1
44	46	1
57	46	1
62	46	1
93	46	1
106	46	1
121	46	1
48	47	1
99	47	1
11	48	1
30	48	1
47	48	1
52	48	1
58	48	1
98	48	1
28	49	1
98	49	1
30	50	1
102	50	1
52	51	1
100	51	1
41	52	1
48	52	1
51	52	1
102	52	1
104	52	1
8	53	1
11	53	1
13	53	1
56	53	1
11	54	1
28	54	1
24	55	1
56	55	1
53	56	1
55	56	1
103	56	1
46	57	1
92	57	1
93	57	1
9	58	1
48	58	1
103	58	1
41	59	1
114	59	1
65	60	1
90	60	1
114	60	1
23	61	1
68	61	1
75	61	1
46	62	1
77	62	1
1	63	1
121	63	1
23	64	1
65	64	1
41	65	1
60	65	1
64	65	1
75	65	1
41	66	1
107	66	1
30	67	1
73	67	1
107	67	1
7	68	1
38	68	1
61	68	1
79	68	1
95	68	1
106	68	1
25	69	1
28	69	1
108	69	1
13	70	1
109	70	1
111	71	1
112	71	1
25	72	1
73	72	1
41	73	1
67	73	1
72	73	1
108	73	1
14	74	1
75	74	1
61	75	1
65	75	1
74	75	1
12	76	1
77	76	1
23	77	1
62	77	1
76	77	1
14	78	1
80	78	1
68	79	1
94	79	1
95	79	1
78	80	1
12	81	1
82	81	1
81	82	1
16	83	1
84	83	1
83	84	1
106	84	1
108	84	1
15	85	1
86	85	1
85	86	1
106	86	1
109	86	1
16	87	1
88	87	1
87	88	1
15	89	1
91	89	1
7	90	1
37	90	1
39	90	1
60	90	1
96	90	1
101	90	1
106	90	1
89	91	1
33	92	1
34	92	1
57	92	1
32	93	1
46	93	1
57	93	1
37	94	1
38	94	1
79	94	1
36	95	1
68	95	1
79	95	1
40	96	1
90	96	1
101	96	1
39	97	1
41	97	1
101	97	1
29	98	1
48	98	1
49	98	1
28	99	1
29	99	1
47	99	1
30	100	1
31	100	1
51	100	1
90	101	1
96	101	1
97	101	1
31	102	1
50	102	1
52	102	1
28	103	1
56	103	1
58	103	1
7	104	1
43	104	1
44	104	1
52	104	1
106	105	1
107	105	1
118	105	1
1	106	1
46	106	1
68	106	1
84	106	1
86	106	1
90	106	1
105	106	1
110	106	1
66	107	1
67	107	1
105	107	1
69	108	1
73	108	1
84	108	1
25	109	1
70	109	1
86	109	1
3	110	1
106	110	1
111	110	1
13	111	1
25	111	1
71	111	1
110	111	1
2	112	1
8	112	1
22	112	1
71	112	1
26	113	1
114	113	1
115	113	1
59	114	1
60	114	1
113	114	1
113	115	1
26	116	1
41	116	1
117	116	1
116	117	1
27	118	1
105	118	1
119	118	1
118	119	1
27	120	1
121	120	1
122	120	1
23	121	1
46	121	1
63	121	1
120	121	1
120	122	1
